Image_name,Card-set,Card_number,Rarity,Card_name,Other names,Card type,Attribute,Types,Level,ATK / DEF,Password,Status,Effect types,Ritual required,Property,Ritual Monster required,Pendulum Scale,Rank,Link Arrows,ATK / LINK,Other names (Japanese),Summoned by the effect of
BLVO-EN039 SR.png,Blazing Vortex,BLVO-EN039,Super Rare,Parametalfoes Azortless,,Monster,FIRE,Psychic / Fusion / Pendulum / Effect,7.0,2500 / 2000,37491810,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Pendulum Effect ', 'Trigger-like', 'Condition', 'Monster Effect', 'Trigger', 'Condition', 'Trigger']",,,,8.0,,,,,
STOR-EN031 R.png,Storm of Ragnarok,STOR-EN031,Rare,Wattberyx,,Monster,LIGHT,Thunder / Tuner,3.0,300 / 0,05554990,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
DUEA-EN071 UR.png,Duelist Alliance,DUEA-EN071,Ultra Rare,Stellarnova Alpha,,Trap,,,,,41510920,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Cost', 'Effect']",,Counter,,,,,,,
MFC-078 C.png,Magician's Force,MFC-078,Common,Dark Scorpion - Cliff the Trap Remover,Cliff the Trap Remover,Monster,DARK,Warrior / Effect,3.0,1200 / 1000,06967870,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
DREV-EN064 C.png,Duelist Revolution,DREV-EN064,Common,Battle Instinct,,Trap,,,,,60534585,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
FET-EN036 SR.png,Flaming Eternity,FET-EN036,Super Rare,King Dragun,,Monster,DARK,Dragon / Fusion / Effect,7.0,2400 / 1100,13756293,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Ignition']",,,,,,,,,
CYHO-EN035 R.png,Cybernetic Horizon,CYHO-EN035,Rare,Cyberse Witch,,Monster,DARK,Cyberse / Link / Effect,,,11674673,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Ignition', 'Condition']",,,,,,"Bottom-Left,  Bottom-Center",800 / 2,,
MAGO-EN121 R.png,Maximum Gold,MAGO-EN121,Rare,Gogogo Gigas,,Monster,EARTH,Rock / Effect,4.0,0 / 2200,19667590,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition', 'Condition']",,,,,,,,,
MACR-EN066 C.png,Maximum Crisis ,MACR-EN066,Common,The Phantom Knights of Lost Vambrace,,Trap,,,,,36247316,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
ORCS-EN037 SR.png,Order of Chaos,ORCS-EN037,Super Rare,Darkstorm Dragon,,Monster,DARK,Dragon / Gemini / Effect,8.0,2700 / 2500,57662975,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Condition', 'Ignition']",,,,,,,,,
FOTB-EN017 R.png,Force of the Breaker,FOTB-EN017,Rare,Destroyersaurus,,Monster,EARTH,Dinosaur / Effect,4.0,1800 / 1100,80186010,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
SOFU-EN030 R.png,Soul Fusion,SOFU-EN030,Rare,Gokipole,,Monster,EARTH,Insect / Effect,3.0,1000 / 1200,17535764,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition']",,,,,,,,,
RATE-EN077 C.png,Raging Tempest,RATE-EN077,Common,Purushaddoll Aeon,,Trap,,,,,78942513,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
REDU-EN063 C.png,Return of the Duelist,REDU-EN063,Common,Generation Force,,Spell,,,,,87890143,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
ORCS-EN009 C.png,Order of Chaos,ORCS-EN009,Common,Photon Crusher,,Monster,LIGHT,Warrior / Effect,4.0,2000 / 0,01362589,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous'],,,,,,,,,
CBLZ-EN031 R.png,Cosmo Blazer,CBLZ-EN031,Rare,Hazy Flame Peryton,,Monster,FIRE,Pyro / Effect,6.0,1600 / 1700,37803172,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Continuous', 'Ignition', 'Condition']",,,,,,,,,
RATE-EN074 C.png,Raging Tempest,RATE-EN074,Common,Shiranui Style Samsara,,Trap,,,,,78765160,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous-like', 'Quick-like']",,Continuous,,,,,,,
DIFO-EN052 SR.png,Dimension Force,DIFO-EN052,Super Rare,Extra Pendulum,,Spell,,,,,58308221,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
INOV-EN095 C.png,Invasion: Vengeance,INOV-EN095,Common,Paleozoic Eldonia,,Trap,,,,,02376209,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Quick-like', 'Condition']",,Normal,,,,,,,
COTD-EN045 SR.png,Code of the Duelist,COTD-EN045,Super Rare,Gouki The Great Ogre,,Monster,EARTH,Warrior / Link / Effect,,,78437364,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Continuous']",,,,,,"Bottom-Left,  Bottom-Center,  Bottom-Right",2600 / 3,,
EXFO-EN032 R.png,Extreme Force,EXFO-EN032,Rare,Ghost Bird of Bewitchment,,Monster,DARK,Winged Beast / Effect,4.0,1300 / 1500,15419596,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Condition', 'Continuous', 'Continuous', 'Continuous', 'Continuous']",,,,,,,,,
ETCO-EN079 ScR.png,Eternity Code,ETCO-EN079,Secret Rare,Titanocider,,Trap,,,,,67037924,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Trigger-like', 'Condition']",,Normal,,,,,,,
CIBR-EN052 C.png,Circuit Break,CIBR-EN052,Common,Mistar Boy,,Monster,WATER,Aqua / Link / Effect,,,65170459,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Trigger', 'Condition']",,,,,,"Bottom-Left,  Bottom-Right",1400 / 2,,
DOCS-EN076 ScR.png,Dimension of Chaos,DOCS-EN076,Secret Rare,Blazing Mirror Force,,Trap,,,,,75249652,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
LON-042 C.png,Labyrinth of Nightmare,LON-042,Common,Hysteric Fairy,,Monster,LIGHT,Fairy / Effect,4.0,1800 / 500,21297224,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
ETCO-EN044 SR.png,Eternity Code,ETCO-EN044,Super Rare,Valiant Shark Lancer,,Monster,WATER,Beast-Warrior / Xyz / Effect,,2500 / 1600,23672629,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Condition', 'Trigger', 'Condition']",,,,,5.0,,,,
TSHD-EN013 C.png,The Shining Darkness,TSHD-EN013,Common,Infernity Randomizer,,Monster,DARK,Warrior / Effect,1.0,900 / 0,13582837,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
JOTL-EN023 UR.png,Judgment of the Light,JOTL-EN023,Ultra Rare,Mecha Phantom Beast Blue Impala,,Monster,WIND,Machine / Tuner / Effect,3.0,1400 / 1100,67489919,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Condition', 'Condition', 'Continuous', 'Ignition']",,,,,,,,,
DOCS-EN027 C.png,Dimension of Chaos,DOCS-EN027,Common,Majespecter Crow - Yata,,Monster,WIND,Spellcaster / Pendulum / Effect,4.0,1000 / 1500,68395509,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition', 'Continuous']",,,,5.0,,,,,
SOI-EN040 C.png,Shadow of Infinity,SOI-EN040,Common,Ancient Gear Drill,,Spell,,,,,67829249,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Cost', 'Effect', 'Condition']",,Normal,,,,,,,
ABYR-EN031 C.png,Abyss Rising,ABYR-EN031,Common,Nimble Angler,,Monster,WATER,Fish / Effect,2.0,600 / 100,88686573,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
MAGO-EN135 R.png,Maximum Gold,MAGO-EN135,Rare,Linkuriboh,,Monster,DARK,Cyberse / Link / Effect,,,41999284,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Quick', 'Condition']",,,,,,Bottom-Center,300 / 1,,
PHRA-EN083 C.png,Phantom Rage,PHRA-EN083,Common,"Periallis, Empress of Blossoms",,Monster,LIGHT,Plant / Synchro / Effect,7.0,1600 / 2400,72924435,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Ignition', 'Condition']",,,,,,,,,
INOV-EN086 R.png,Invasion: Vengeance,INOV-EN086,Rare,Charming Resort Staff,,Monster,LIGHT,Fairy / Effect,3.0,300 / 200,64753157,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger', 'Trigger']",,,,,,,,,
CHIM-EN008 R.png,Chaos Impact,CHIM-EN008,Rare,Unchained Twins - Aruha,,Monster,FIRE,Fiend / Effect,3.0,1500 / 1500,26236560,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Trigger', 'Condition']",,,,,,,,,
MFC-024 R.png,Magician's Force,MFC-024,Rare,Great Phantom Thief,,Monster,EARTH,Spellcaster / Effect,3.0,1000 / 1000,10809984,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Trigger'],,,,,,,,,
GFP2-EN006 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN006,Ultra Rare,Borrelend Dragon,,Monster,DARK,Dragon / Link / Effect,,,98630720,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Continuous', 'Quick', 'Condition']",,,,,,"Middle-Left,  Bottom-Right,  Bottom-Left,  Middle-Right,  Top-Center",3500 / 5,,
FET-EN015 R.png,Flaming Eternity,FET-EN015,Rare,Big-Tusked Mammoth,,Monster,EARTH,Beast / Effect,5.0,2000 / 1000,59380081,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous'],,,,,,,,,
MAGO-EN021 PGR.png,Maximum Gold,MAGO-EN021,Premium Gold Rare,Laundry Dragonmaid,,Monster,WATER,Dragon / Effect,2.0,500 / 1600,13171876,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger', 'Condition']",,,,,,,,,
DIFO-EN082 SR.png,Dimension Force,DIFO-EN082,Super Rare,Navy Dragon Mech,,Monster,WATER,Machine / Synchro / Effect,9.0,2700 / 1800,80040886,['Unlimited (TCG)'],"['Trigger', 'Trigger']",,,,,,,,,
GFP2-EN131 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN131,Ultra Rare,"Yazi, Evil of the Yang Zing",,Monster,DARK,Wyrm / Synchro / Effect,7.0,2600 / 2100,43202238,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Condition', 'Ignition', 'Trigger']",,,,,,,,,
PHRA-EN000 C.png,Phantom Rage,PHRA-EN000,Common,Myutant Cry,,Trap,,,,,31855260,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition']",,Normal,,,,,,,
RDS-EN021 SR.png,Rise of Destiny,RDS-EN021,Super Rare,Thestalos the Firestorm Monarch,,Monster,FIRE,Pyro / Effect,6.0,2400 / 1000,26205777,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
BODE-EN083 C.png,Burst of Destiny,BODE-EN083,Common,Abyss Keeper,,Monster,WATER,Fish / Link / Effect,,,82184400,['Unlimited (TCG)'],"['Condition', 'Trigger', 'Ignition', 'Condition']",,,,,,"Bottom-Left,  Bottom-Right",1500 / 2,,
COTD-EN055 C.png,Code of the Duelist,COTD-EN055,Common,Air Cracking Storm,,Spell,,,,,98864751,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Condition', 'Trigger-like', 'Condition']",,Equip,,,,,,,
GLAS-EN048 R.png,Gladiator's Assault,GLAS-EN048,Rare,Diamond-Dust Cyclone,,Spell,,,,,19980975,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Quick-Play,,,,,,,
GLAS-EN039 UR.png,Gladiator's Assault,GLAS-EN039,Ultra Rare,Evil HERO Lightning Golem,,Monster,LIGHT,Fiend / Fusion / Effect,6.0,2400 / 1500,21947653,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Ignition']",,,,,,,,,
SHVI-EN031 SR.png,Shining Victories,SHVI-EN031,Super Rare,Amorphage Goliath,,Monster,EARTH,Dragon / Pendulum / Effect,8.0,2750 / 0,69072185,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Pendulum Effect ', 'Continuous-like', 'Maintenance cost', 'Monster Effect', 'Continuous']",,,,5.0,,,,,
EXFO-EN082 SR.png,Extreme Force,EXFO-EN082,Super Rare,Vendread Battlelord,,Monster,DARK,Zombie / Ritual / Effect,7.0,2700 / 0,03909436,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Ignition', 'Trigger', 'Condition']",,,,,,,,,
PRIO-EN002 C.png,Primal Origin,PRIO-EN002,Common,Galaxy Mirror Sage,,Monster,LIGHT,Spellcaster / Flip / Effect,3.0,0 / 800,98263709,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Flip', 'Trigger']",,,,,,,,,
LON-044 C.png,Labyrinth of Nightmare,LON-044,Common,The Forgiving Maiden,,Monster,LIGHT,Fairy / Effect,4.0,850 / 2000,84080938,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
LED8-EN054 R.png,Legendary Duelists: Synchro Storm,LED8-EN054,Rare,Totem Bird,,Monster,WIND,Winged Beast / Xyz / Effect,,1900 / 1400,71068247,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Quick', 'Continuous']",,,,,3.0,,,,
RATE-EN040 R.png,Raging Tempest,RATE-EN040,Rare,Windwitch - Crystal Bell,,Monster,WIND,Spellcaster / Fusion / Effect,8.0,2800 / 2400,25793414,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Quick', 'Condition']",,,,,,,,,
CBLZ-EN072 C.png,Cosmo Blazer,CBLZ-EN072,Common,Fire Formation - Tenken,,Trap,,,,,70329348,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect', 'Continuous-like']",,Continuous,,,,,,,
PTDN-EN074 UR.png,Phantom Darkness,PTDN-EN074,Ultra Rare,Drastic Drop Off,,Trap,,,,,04440873,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Counter,,,,,,,
LON-075 C.png,Labyrinth of Nightmare,LON-075,Common,Supply,,Monster,EARTH,Warrior / Effect,4.0,1300 / 800,44072894,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Flip'],,,,,,,,,
MFC-045 C.png,Magician's Force,MFC-045,Common,Pineapple Blast,,Trap,,,,,90669991,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
BODE-EN050 UR.png,Burst of Destiny,BODE-EN050,Ultra Rare,Borrelcode Dragon,,Monster,DARK,Dragon / Link / Effect,,,67288539,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Condition', 'Trigger', 'Ignition']",,,,,,"Bottom-Left,  Top-Center,  Bottom-Right",2500 / 3,,
RDS-EN060 R.png,Rise of Destiny,RDS-EN060,Rare,Covering Fire,,Trap,,,,,74458486,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
REDU-EN073 C.png,Return of the Duelist,REDU-EN073,Common,Xyz Soul,,Trap,,,,,11228035,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition']",,Normal,,,,,,,
EOJ-EN020 C.png,Enemy of Justice,EOJ-EN020,Common,Bountiful Artemis,,Monster,LIGHT,Fairy / Effect,4.0,1600 / 1700,32296881,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous'],,,,,,,,,
LOD-064 SP.png,Legacy of Darkness,LOD-064,Short Print,Maharaghi,,Monster,EARTH,Rock / Spirit,4.0,1200 / 1700,40695128,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Trigger', 'Trigger']",,,,,,,,,
DCR-098 R.png,Dark Crisis,DCR-098,Rare,Dark Scorpion Combination,,Trap,,,,,20858318,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
LOD-067 UR.png,Legacy of Darkness,LOD-067,Ultra Rare,Yamata Dragon,,Monster,FIRE,Dragon / Spirit,7.0,2600 / 3100,76862289,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Trigger', 'Trigger']",,,,,,,,,
LOD-036 C.png,Legacy of Darkness,LOD-036,Common,Spirit Ryu,,Monster,WIND,Dragon / Effect,4.0,1000 / 1000,67957315,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Quick'],,,,,,,,,
CORE-EN010 SR.png,Clash of Rebellions,CORE-EN010,Super Rare,Fluffal Mouse,,Monster,EARTH,Fairy / Effect,1.0,100 / 100,06142488,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Condition', 'Condition']",,,,,,,,,
INOV-EN006 R.png,Invasion: Vengeance,INOV-EN006,Rare,Predaplant Flytrap,,Monster,DARK,Plant / Effect,2.0,400 / 800,96622984,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Trigger']",,,,,,,,,
LVAL-EN037 R.png,Legacy of the Valiant,LVAL-EN037,Rare,Nikitama,,Monster,LIGHT,Fairy / Spirit,4.0,800 / 1800,24701235,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Trigger', 'Unclassified', 'Trigger', 'Condition']",,,,,,,,,
LED8-EN045 R.png,Legendary Duelists: Synchro Storm,LED8-EN045,Rare,Lyrilusc - Assembled Nightingale,,Monster,WIND,Winged Beast / Xyz / Effect,,0 / 0,48608796,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Continuous', 'Continuous', 'Quick']",,,,,1.0,,,,
DREV-EN004 C.png,Duelist Revolution,DREV-EN004,Common,Damage Eater,,Monster,DARK,Fiend / Effect,2.0,100 / 800,60741115,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Quick'],,,,,,,,,
CIBR-EN071 SR.png,Circuit Break,CIBR-EN071,Super Rare,Altergeist Protocol,,Trap,,,,,27541563,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous-like', 'Quick-like', 'Condition']",,Continuous,,,,,,,
POTD-EN009 C.png,Power of the Duelist,POTD-EN009,Common,Ambulanceroid,,Monster,EARTH,Machine / Effect,3.0,300 / 1200,36378213,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
GFP2-EN046 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN046,Ultra Rare,Mystical Shine Ball,,Monster,LIGHT,Fairy / Normal,2.0,500 / 500,39552864,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
REDU-EN044 UR.png,Return of the Duelist,REDU-EN044,Ultra Rare,Superdimensional Robot Galaxy Destroyer,,Monster,LIGHT,Machine / Xyz / Effect,,5000 / 2000,66523544,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Condition']",,,,,10.0,,,,
LOB-122 UR.png,Legend of Blue Eyes White Dragon,LOB-122,Ultra Rare,Right Arm of the Forbidden One,,Monster,DARK,Spellcaster / Normal,1.0,200 / 300,70903634,"['Limited (OCG)', 'Limited (TCG)']",,,,,,,,,,
GFP2-EN042 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN042,Ultra Rare,"Victorica, Angel of Bravery",,Monster,LIGHT,Fairy / Effect,4.0,1400 / 800,79928401,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger', 'Condition']",,,,,,,,,
CRMS-EN015 SR.png,Crimson Crisis,CRMS-EN015,Super Rare,Black Salvo,,Monster,DARK,Machine / Tuner / Effect,3.0,100 / 1100,88671720,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
RDS-EN012 UR.png,Rise of Destiny,RDS-EN012,Ultra Rare,Perfect Machine King,,Monster,EARTH,Machine / Effect,8.0,2700 / 1500,18891691,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous'],,,,,,,,,
STON-EN045 C.png,Strike of Neos,STON-EN045,Common,Advanced Ritual Art,,Spell,,,,,46052429,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Effect'],,Ritual,,,,,,,
SHSP-EN026 C.png,Shadow Specters,SHSP-EN026,Common,Bujingi Centipede,,Monster,LIGHT,Beast / Effect,4.0,1700 / 500,88940154,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Condition']",,,,,,,,,
CBLZ-EN038 C.png,Cosmo Blazer,CBLZ-EN038,Common,Inari Fire,,Monster,FIRE,Pyro / Effect,4.0,1500 / 200,62953041,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Unclassified', 'Trigger']",,,,,,,,,
ROTD-EN049 C.png,Rise of the Duelist,ROTD-EN049,Common,Galloping Gaia,,Spell,,,,,02106266,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous-like', 'Ignition-like', 'Condition']",,Field,,,,,,,
EOJ-EN026 C.png,Enemy of Justice,EOJ-EN026,Common,Avalanching Aussa,,Monster,EARTH,Spellcaster / Effect,4.0,800 / 1500,29139104,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
TDIL-EN037 SR.png,The Dark Illusion,TDIL-EN037,Super Rare,Spell Strider,,Monster,EARTH,Warrior / Effect,4.0,1800 / 600,93966624,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
TDIL-EN078 SP.png,The Dark Illusion,TDIL-EN078,Short Print,Unified Front,,Trap,,,,,31472884,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect', 'Condition']",,Normal,,,,,,,
CBLZ-EN028 C.png,Cosmo Blazer,CBLZ-EN028,Common,Hazy Flame Cerbereus,,Monster,FIRE,Beast / Effect,6.0,2000 / 200,38525760,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Continuous', 'Trigger']",,,,,,,,,
MAGO-EN083 R.png,Maximum Gold,MAGO-EN083,Rare,Noble Knight Brothers,,Monster,LIGHT,Warrior / Effect,4.0,1200 / 2400,57690191,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Trigger', 'Ignition']",,,,,,,,,
CSOC-EN020 C.png,Crossroads of Chaos,CSOC-EN020,Common,Iron Chain Coil,,Monster,EARTH,Machine / Tuner,3.0,1100 / 1600,53152590,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
DREV-EN092 ScR.png,Duelist Revolution,DREV-EN092,Secret Rare,Ally of Justice Cyclone Creator,,Monster,DARK,Machine / Tuner,3.0,1400 / 1200,45586855,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
EEN-EN047 C.png,Elemental Energy,EEN-EN047,Common,Boss Rush,,Spell,,,,,66947414,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous-like', 'Trigger-like']",,Continuous,,,,,,,
DOCS-EN036 R.png,Dimension of Chaos,DOCS-EN036,Rare,Skilled Red Magician,,Monster,DARK,Spellcaster / Effect,4.0,1600 / 1600,65338781,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Continuous', 'Ignition', 'Ignition']",,,,,,,,,
ABPF-EN034 C.png,Absolute Powerforce,ABPF-EN034,Common,Gundari,,Monster,FIRE,Pyro / Spirit,4.0,1000 / 200,38975369,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Trigger', 'Trigger']",,,,,,,,,
DIFO-EN029 C.png,Dimension Force,DIFO-EN029,Common,Amphibious Bugroth MK-11,,Monster,WATER,Machine / Effect,5.0,1850 / 1500,04754691,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Ignition', 'Condition']",,,,,,,,,
JOTL-EN008 C.png,Judgment of the Light,JOTL-EN008,Common,Super Defense Robot Monki,,Monster,EARTH,Machine / Effect,3.0,800 / 1200,71880877,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Ignition']",,,,,,,,,
GFP2-EN154 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN154,Ultra Rare,Zombie World,,Spell,,,,,04064256,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous-like', 'Continuous-like']",,Field,,,,,,,
PHRA-EN014 SR.png,Phantom Rage,PHRA-EN014,Super Rare,Dual Avatar Fists - Yuhi,,Monster,LIGHT,Warrior / Effect,4.0,1800 / 1000,85360035,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Trigger', 'Condition']",,,,,,,,,
RIRA-EN058 R.png,Rising Rampage,RIRA-EN058,Rare,Flawless Perfection of the Tenyi,,Spell,,,,,39730727,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous-like', 'Trigger-like']",,Field,,,,,,,
IOC-059 C.png,Invasion of Chaos,IOC-059,Common,Sea Serpent Warrior of Darkness,,Monster,WATER,Sea Serpent,4.0,1800 / 1500,42071342,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
EEN-EN015 SR.png,Elemental Energy,EEN-EN015,Super Rare,Water Dragon,,Monster,WATER,Sea Serpent / Effect,8.0,2800 / 2600,85066822,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Summoning condition', 'Continuous', 'Trigger']",,,,,,,,,
TSHD-EN024 C.png,The Shining Darkness,TSHD-EN024,Common,Lyna the Light Charmer,,Monster,LIGHT,Spellcaster / Effect,3.0,500 / 1500,73318863,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
LED8-EN009 C.png,Legendary Duelists: Synchro Storm,LED8-EN009,Common,Speedroid Terrortop,,Monster,WIND,Machine / Effect,3.0,1200 / 600,81275020,"['Limited (OCG)', 'Limited (TCG)']","['Unclassified', 'Trigger', 'Condition']",,,,,,,,,
FET-EN035 UR.png,Flaming Eternity,FET-EN035,Ultra Rare,Gatling Dragon,,Monster,DARK,Machine / Fusion / Effect,8.0,2600 / 1200,87751584,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
TDGS-EN034 SR.png,The Duelist Genesis,TDGS-EN034,Super Rare,Kinka-byo,,Monster,DARK,Beast / Spirit / Effect,1.0,400 / 200,45452224,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Trigger', 'Trigger']",,,,,,,,,
DANE-EN028 C.png,Dark Neostorm,DANE-EN028,Common,Cupid Dunk,,Monster,LIGHT,Fairy / Effect,4.0,1800 / 600,69526976,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Trigger']",,,,,,,,,
MRD-101 C.png,Metal Raiders,MRD-101,Common,Insect Soldiers of the Sky,,Monster,WIND,Insect / Effect,3.0,1000 / 800,07019529,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous'],,,,,,,,,
